"CpG","gold"
"cg11958495",0.407088107777198
"cg24859433",0.841032243022109
"cg07036775",0.0259578742023567
"cg01535453",0.0416819302245972
"cg18895813",0.140505613777385
"cg24794433",0.0394337847773911
"cg25558099",0.0404579040861681
"cg08513100",0.0268700490915107
"cg24747396",0.0360664533629142
"cg21658515",0.932356263376567
"cg15467148",0.03455584253493
"cg21697134",0.168657763280012
"cg11653709",0.5
"cg21115990",0.5
"cg23159296",0.013508594655097
"cg03240745",0.899184440209115
"cg00947275",0.112407671608531
"cg14545899",0.0209087842780661
"cg01582066",0.467487743739643
"cg17832674",0.114033202052349
"cg14120784",0.0324492552017447
"cg10530713",0.5
"cg25615963",0.5
"cg06808983",0.0222055348159823
"cg08722122",0.64684024427994
"cg24319545",0.0366457755764976
"cg15321195",0.0308904354442283
"cg13210534",0.488170411096494
"cg05721199",0.84383209188815
"cg15781794",0.100328764819589
"cg19744122",0.014577811470386
"cg15235185",0.0334032739766419
"cg10896774",0.456457459553274
"cg04361527",0.021605505976568
"cg15186584",0.932747974686719
"cg05454446",0.376152166401419
"cg18412984",0.898607802937024
"cg03781098",0.0603049370422466
"cg06235991",0.025555032505564
"cg10613440",0.0259307518101832
"cg21201659",0.0142725730560576
"cg15008991",0.282781840618961
"cg23173455",0.5
"cg06282059",0.914418882894902
"cg12582965",0.864429101229402
"cg19403023",0.716270463850842
"cg12232274",0.145319693242525
"cg01687878",0.472144548974761
"cg09086761",0.0328844910357943
"cg05380910",0.902886552529714
"cg11762346",0.943766270269372
"cg25042226",0.858755441023641
"cg19313758",0.0367866401373272
"cg25836271",0.0265614187343258
"cg16810031",0.755075325152704
"cg03129910",0.0187637995927266
"cg00431050",0.590918901902894
"cg10452522",0.06722537028754
"cg07569069",0.0352442768970748
"cg13846555",0.020201424539222
"cg23582408",0.0221854192167779
"cg26702875",0.0382962530799334
"cg25593948",0.230651234131132
"cg25973092",0.0200216951594045
"cg16084788",0.904607710587364
"cg16739580",0.857023358519557
"cg17711870",0.295134060773803
"cg06656924",0.49970204995581
"cg23955970",0.912043462182791
"cg27063986",0.947994597912872
"cg21432954",0.0876142778068495
"cg01746088",0.0682670763482244
"cg20550118",0.106188785268667
"cg24792272",0.0278281792209113
"cg12467864",0.0135331422862726
"cg14657159",0.0242561343942445
"cg08743392",0.148137969301745
"cg07675477",0.229847448949459
"cg21518208",0.794705488493802
"cg19395441",0.104804384979842
"cg15582891",0.897261068679403
"cg18555117",0.0385895039355708
"cg17132967",0.252498532028442
"cg09218130",0.05355792520214
"cg17509807",0.0416019834038742
"cg13795840",0.590709003619362
"cg04382920",0.984864854563965
"cg19120746",0.0578154627692374
"cg25803423",0.0257456430461294
"cg17286640",0.0436374285991541
"cg15806518",0.0190641209975691
"cg26682717",0.0514643152534681
"cg17018527",0.0399752017621165
"cg15206445",0.442188366537509
"cg25438440",0.0290945308510677
"cg23954655",0.415013606347793
"cg01881899",0.0854385404677427
"cg26471445",0.0278006266908503
"cg18123677",0.557471147541031
"cg02276686",0.0252553046929561
"cg03334529",0.5
"cg09958090",0.0282196257897754
"cg21142398",0.872032198177164
"cg25954162",0.265200630231387
"cg08434547",0.0763589250695284
"cg20672044",0.896308242564017
"cg23953396",0.0179907737366269
"cg08009711",0.7088536167042
"cg20040765",0.0330664084571956
"cg08366126",0.0708878982128567
"cg07786760",0.0215111818272958
"cg27596068",0.885849562674622
"cg24353833",0.140743758053377
"cg23609821",0.0289732923265277
"cg07830847",0.943928736498022
"cg19470701",0.0265708491271046
"cg06293195",0.6928012107165
"cg07090813",0.264627297521115
"cg01620785",0.260741330310129
"cg17078393",0.738640947269487
"cg01087710",0.0324330945636175
"cg03221619",0.752710446228826
"cg13649020",0.909535084663715
"cg24938727",0.262244153764589
"cg01428678",0.0455800681993929
"cg05335315",0.121761652840357
"cg22760576",0.0283978469933543
"cg03238797",0.0229210211187299
"cg15857475",0.0178814534433729
"cg05114625",0.0251990653329778
"cg19592945",0.561660529071505
"cg14105047",0.0481068712801834
"cg05890484",0.193454710371517
"cg02166532",0.0952299187933927
"cg18148156",0.797810961519861
"cg03099492",0.0399839611333293
"cg15032239",0.0648924327467682
"cg07142319",0.923011680865258
"cg08570275",0.0300339025626921
"cg11916609",0.435212330234548
"cg07268726",0.884423585323065
"cg08625022",0.0239444440796511
"cg01767116",0.752290353671127
"cg23683962",0.934076138497641
"cg27495908",0.886619976197845
"cg26707718",0.881287687611909
"cg18951537",0.930860527075257
"cg24181591",0.0198190860108838
"cg19412675",0.0511400043585834
"cg05010967",0.223914640856983
"cg20444256",0.535793484683624
"cg26106720",0.916994031955836
"cg05045383",0.0230461255973709
"cg07965839",0.0394678787948516
"cg05266460",0.947236592834063
"cg15842430",0.92919971245877
"cg16753336",0.0365225405147287
"cg16475089",0.5
"cg02301754",0.902563546107268
"cg04317366",0.028134010554723
"cg25484373",0.0188046096591429
"cg02536286",0.5
"cg11058932",0.580733606319511
"cg12832565",0.559085374931288
"cg05119218",0.5
"cg15619794",0.923351916893006
"cg16274199",0.0266427781727558
"cg27464755",0.0350796156502403
"cg15979932",0.799995454509484
"cg11438428",0.168278697840318
"cg27116713",0.0156640837245234
"cg27299588",0.610333886234488
"cg07071881",0.0515150206847776
"cg00848397",0.0373597239260336
"cg23530850",0.0327058848198075
"cg14721213",0.903387367978132
"cg11532513",0.926666525255076
"cg16017358",0.0266148674225426
"cg24084891",0.0783681038598506
"cg00920960",0.228061611256247
"cg25094569",0.0668921128399529
"cg21554552",0.0306296840949907
"cg21373526",0.0435086573874501
"cg16561743",0.843774117168786
"cg17034109",0.442502838202197
"cg07903860",0.0353993324843364
"cg05469695",0.0360027257404831
"cg12757684",0.461620970768571
"cg02331561",0.015593775739633
"cg08307580",0.0326620225974513
"cg05129930",0.0307191841032787
"cg18153060",0.931805486455457
"cg01037108",0.075520757789341
"cg22719586",0.0165964447887441
"cg22708914",0.13255381955113
"cg13383572",0.681894633180532
"cg16814399",0.0386706221501148
"cg12311132",0.377517006677513
"cg06594008",0.0799719985537714
"cg05661838",0.155328378728364
"cg26132665",0.0394200267731283
"cg17501210",0.684734494069519
"cg10334385",0.118290215789742
"cg26035463",0.0499643976585706
"cg02422627",0.0499408996472794
"cg01980222",0.331972334227963
"cg25216696",0.0626410438060086
"cg13482233",0.404689455234063
"cg08096038",0.885800523762977
"cg10520887",0.071283933800023
"cg07113802",0.311314746203567
"cg02751839",0.903243171183576
"cg07026910",0.68809053153586
"cg08292112",0.0152001096785349
"cg20300246",0.157508069857514
"cg13216351",0.115611485949632
"cg27560922",0.0690271061528969
"cg19133903",0.0261460502049865
"cg12686915",0.0535239353316274
"cg26668713",0.0288533624248361
"cg13759143",0.0379889155100081
"cg01791232",0.254478274194636
"cg19875047",0.02486662143012
"cg21096502",0.0521869488868215
"cg06397510",0.2391036624114
"cg21331821",0.0496260644355136
"cg07051140",0.0305421052742475
"cg06329392",0.809975814428707
"cg01708236",0.179597820521365
"cg12813792",0.61566515672369
"cg20525486",0.0982008046956111
"cg16213976",0.0375076947368763
"cg21300561",0.0182570704085662
"cg06256735",0.5
"cg03196745",0.0168774105925428
"cg00184884",0.0189915143894453
"cg07484450",0.918391027012189
"cg01883521",0.0487377796000273
"cg25332298",0.0732582795848602
"cg06048973",0.592541030319474
"cg05906362",0.114400165078867
"cg04853383",0.0300313816101445
"cg22501393",0.0610598475179301
"cg04296434",0.0185137317186777
"cg01602416",0.0220416961048325
"cg05650171",0.751162881444108
"cg21636577",0.7732233228372
"cg19012696",0.91496627278267
"cg16111791",0.0392835373869347
"cg16538604",0.141911610709623
"cg14086122",0.345069957141985
"cg04355435",0.0763565760220293
"cg04905829",0.580621919220532
"cg21529807",0.399940060218503
"cg06521280",0.0880825284556143
"cg11655418",0.0233022594831655
"cg04722168",0.0188286646649297
"cg14116596",0.774948086199669
"cg05653887",0.828676734837795
"cg12251804",0.057890788382576
"cg24593475",0.0511548878347521
"cg07586911",0.932021561653856
"cg00278366",0.267664607215389
"cg21438018",0.945681248650499
"cg24165720",0.5
"cg10474368",0.0125525923656677
"cg05718625",0.0364821422785495
"cg10025865",0.822338298960885
"cg23984059",0.0321498277847804
"cg09816180",0.916769882742352
"cg21574752",0.0485785746468057
"cg12089169",0.928004731395119
"cg23428445",0.0840392125670312
"cg23043438",0.0121148405945198
"cg12232463",0.849042906367505
"cg03826976",0.233414133676146
"cg06452064",0.0262231117372627
"cg03894103",0.935080061360262
"cg20828084",0.879005271861906
"cg08810779",0.0367263660315978
"cg11815363",0.0685030679082767
"cg11110686",0.86774952172001
"cg04301375",0.844550464505038
"cg19287277",0.0386141044546879
"cg12158019",0.5
"cg06307601",0.0588238345251354
"cg09033997",0.945747054145309
"cg19187486",0.0386976743616898
"cg15565533",0.0649465403710694
"cg04220930",0.612744894663475
"cg02164046",0.151091942936708
"cg13854874",0.169489861606938
"cg25229305",0.876657871540204
"cg04014889",0.91424602371254
"cg14592065",0.60703569085684
"cg07437033",0.0276641060621671
"cg18628674",0.5
"cg07118243",0.0351384441340742
"cg20398120",0.766414718881404
"cg12106731",0.0252605127865055
"cg15883761",0.032394873667163
"cg24615251",0.910989020709419
"cg08201421",0.793246688854842
"cg04684516",0.0227786890306034
"cg25432323",0.0170456122782732
"cg25424525",0.922279336211711
"cg20788083",0.917236180766993
"cg23267110",0.0218123024796736
"cg24320643",0.0348744511476016
"cg21948655",0.937598966428118
"cg19425528",0.02971882799997
"cg01982833",0.315478705533103
"cg13875807",0.0460927545983976
"cg04011402",0.5
"cg10584300",0.953339533069151
"cg14358502",0.0284648695036105
"cg20588892",0.0225701641172008
"cg09395732",0.867199699140292
"cg22421766",0.177312909813364
"cg06786424",0.0339625707156439
"cg17177219",0.0267057237558176
"cg24315860",0.0249159886543744
"cg24200059",0.136663157745516
"cg05754589",0.0310516516039827
"cg26950531",0.220974795734747
"cg26692016",0.923621344034153
"cg05564657",0.841755205948466
"cg00903375",0.0642626703732656
"cg00690893",0.5
"cg14643520",0.0146683274512585
"cg02658251",0.5
"cg06623268",0.0341679691801971
"cg16659043",0.0502210022729828
"cg15214092",0.0547924122367579
"cg12962778",0.608250900749907
"cg10797195",0.0369344337452481
"cg11631275",0.95065313672896
"cg09134726",0.376093468981231
"cg05157725",0.104819341985658
"cg24673765",0.282505726169016
"cg07912181",0.0266164378634837
"cg15415545",0.0179982678660685
"cg11716026",0.936344175016441
"cg12508624",0.0942115302226244
"cg07212894",0.0327212862990155
"cg00818872",0.0447932655760962
"cg03990195",0.840002598328132
"cg12800028",0.359409286613495
"cg15631106",0.933625606274069
"cg09630404",0.0400665787263829
"cg24088751",0.0571967522678792
"cg11175477",0.0253132048388674
"cg15178040",0.939302787177731
"cg25095612",0.0281467006049416
"cg22495124",0.933659219441115
"cg22468123",0.0385761934637513
"cg03081134",0.0752739588484682
"cg20085077",0.466492795686449
"cg01856970",0.0360111254671813
"cg17133183",0.0588864883523215
"cg00630583",0.0175452272885858
"cg17518965",0.0142770094237577
"cg26091609",0.871234975127755
"cg04356968",0.711278187893823
"cg17397420",0.924016024370531
"cg10224037",0.0143994233433036
"cg13880228",0.0705779985817824
"cg17830204",0.294510523274825
"cg02017041",0.0991925393115038
"cg17001430",0.872996162615883
"cg20956314",0.922419808784725
"cg19103704",0.375815181419485
"cg21139312",0.91389462627284
"cg09922115",0.0376304149652774
"cg06210526",0.901535165501489
"cg04717045",0.946377841096719
"cg24376537",0.321270513576653
"cg06665322",0.870558406249318
"cg05951993",0.0421250747424769
"cg26091119",0.0321174011157928
"cg07705908",0.761872204553184
"cg23459997",0.0711774351671058
"cg16794682",0.906673686253797
"cg20972416",0.015492237601448
"cg00121158",0.0268648171221537
"cg26137794",0.0204847894305699
"cg07031532",0.0382522770885723
"cg26491213",0.0342151059029488
"cg19456938",0.84162609889362
"cg14726637",0.161796606088855
"cg19042062",0.0935907179319643
"cg07873488",0.810483465052788
"cg12897370",0.0744747597874558
"cg13027206",0.11930330134869
"cg07236381",0.5
"cg16685388",0.153981493157849
"cg26661623",0.486376932016738
"cg25477928",0.0282316761584142
"cg26267310",0.044476462425853
"cg22530232",0.759650307289324
"cg24686224",0.0337977591157907
"cg03075662",0.930258910766831
"cg05969697",0.0218115836794698
"cg19105504",0.498806425837313
"cg06648759",0.57183932471246
"cg14859417",0.186529045883702
"cg25011395",0.753129698753054
"cg18678121",0.955515586625114
"cg20614736",0.5
"cg03539474",0.0256348197362309
"cg15772393",0.0274309737666155
"cg26453670",0.0595403971317835
"cg09514589",0.044891424259955
"cg03704031",0.166739446838785
"cg02189785",0.0414102234291406
"cg01511232",0.895901096784546
"cg11706911",0.0832900399251823
"cg11173246",0.825214278694989
"cg26287988",0.848370032952508
"cg26229648",0.93270247825712
"cg17977362",0.881259524029207
"cg08293367",0.0245442281231469
"cg03950121",0.812961434133614
"cg03330058",0.258996065266688
"cg00849368",0.0536876402525156
"cg21355508",0.699543645399795
"cg05813234",0.5
"cg17483510",0.0412528341028996
"cg19914607",0.0489603603882906
"cg24820250",0.912808341910711
"cg07837262",0.0201630870368713
"cg11311499",0.0360335539481864
"cg26701198",0.0497138962452229
"cg07297906",0.349154385701312
"cg04755662",0.776849801801605
"cg24874111",0.0371858599315535
"cg18787975",0.111834677205753
"cg13410437",0.922754134674854
"cg06976977",0.0319768120617481
"cg19072037",0.0261084743829579
"cg08478189",0.0512393921210931
"cg12118437",0.5
"cg03020951",0.0281308090325883
"cg01152499",0.0369495130781392
"cg06220755",0.880269213974059
"cg18567041",0.951097312317204
"cg25664034",0.204250478945659
"cg19297823",0.732042966485574
"cg26116400",0.243625491734926
"cg19662708",0.918061647250103
"cg25559625",0.0399471262345502
"cg01355108",0.320549302729984
"cg04244970",0.181369564087411
"cg14371329",0.930188590537613
"cg12920798",0.0328762361115784
"cg03970351",0.0237820831757045
"cg22187630",0.157508561056729
"cg23641648",0.5
"cg03231024",0.0527313163580669
"cg11781622",0.920486032494228
"cg07836370",0.0514705036585605
"cg09086179",0.383710433788177
"cg21944455",0.922341940389354
"cg07047653",0.879179876333155
"cg24428760",0.0667541241616439
"cg02157306",0.0399194892453023
"cg11783497",0.85095592815939
"cg14091223",0.0286649717479309
"cg23843505",0.16426879007781
"cg23213170",0.0219276911192727
"cg22772698",0.432660524019
"cg12958778",0.650725882663317
"cg04985146",0.0310151861310787
"cg01301664",0.0668069140392995
"cg12067287",0.93608922345905
"cg13553455",0.65171934388338
"cg22340747",0.89904707783619
"cg18343862",0.915330047760994
"cg14840416",0.0551786741123005
"cg01758870",0.300382053035742
"cg00486113",0.288475033827641
"cg18719814",0.0209654302710632
"cg00292971",0.804687663311545
"cg20509080",0.0288415101766603
"cg26623286",0.0371827543510697
"cg14658285",0.0129012281405223
"cg17915429",0.823506142521519
"cg05590294",0.0472336396872186
"cg05776763",0.0671520372253425
"cg20103758",0.0709663358759467
"cg01481441",0.0317904710251016
"cg15331039",0.0225199308454183
"cg12531542",0.926755976259561
"cg08083689",0.0388487437717903
"cg17452384",0.944711721632509
"cg05008406",0.0303825017778212
"cg07981495",0.917356385269544
"cg13442811",0.855587306342614
"cg01651821",0.0332510177378781
"cg07872652",0.0238654722809942
"cg27272402",0.942060624492989
"cg24107581",0.0373108843999729
"cg10944783",0.0231974444165055
"cg24396429",0.946727782346963
"cg24664861",0.03061005090025
"cg14021698",0.5
"cg07704144",0.057798989972237
"cg01726775",0.0362369999383609
"cg21303011",0.056762551554507
"cg16222698",0.0224147555783841
"cg17533684",0.0523888814308775
"cg01308343",0.586197512547051
"cg10453040",0.0298502421753003
"cg07934026",0.0658789887034171
"cg26317111",0.93610298716848
"cg18081750",0.0210034059747452
"cg26889928",0.0425827025052787
"cg05932408",0.0835317684101567
"cg23061257",0.052758252813161
"cg04950789",0.0336113345479858
"cg04273431",0.620071359570266
"cg03005261",0.0471092594742878
"cg18150721",0.0344850249342836
"cg05501357",0.423402335396222
"cg10994564",0.698383120361044
"cg04508286",0.0243709795960353
"cg23762517",0.409264935611863
"cg09600520",0.872417373653423
"cg23134520",0.0247848318392735
"cg16371833",0.5
"cg16796951",0.691739534978171
"cg13897449",0.819702948594774
"cg21685565",0.0155452021457359
"cg08548086",0.0387652144876525
"cg27413508",0.581678162219514
"cg25994725",0.899824642297427
"cg03498559",0.91538666351202
"cg08708323",0.0824701022154839
"cg24109894",0.642410642133582
"cg02089348",0.406493281890462
"cg19481686",0.10259268946633
"cg15061008",0.0890391019691553
"cg16649728",0.821424633694294
"cg07895149",0.0304594874439168
"cg26760212",0.649185119924551
"cg10537079",0.916104974013879
"cg03154500",0.5
"cg17746675",0.0357255035637399
"cg14754581",0.0453140303659393
"cg02500392",0.800611900709497
"cg01457080",0.0249076068703196
"cg00214794",0.5
"cg09863066",0.558077388521009
"cg20998539",0.591678914009795
"cg02388150",0.22049039213274
"cg18728325",0.0291092787462359
"cg27327588",0.0330507502434084
"cg20652889",0.047938209364107
"cg17333479",0.0287309343530636
"cg06953304",0.0417832471705337
"cg25428494",0.304881596939667
"cg12880658",0.0808018786371322
"cg21209091",0.211046749599656
"cg26143719",0.725965325596323
"cg18346531",0.627640047649568
"cg20436912",0.724231266768496
"cg10376763",0.943213554729665
"cg04735237",0.926997625280065
"cg21211608",0.0293316083949634
"cg01782320",0.0225116602845706
"cg19042947",0.638267676180624
"cg18952560",0.5
"cg04076481",0.0382271156560608
"cg23244421",0.0262748705772581
"cg07666065",0.048088782752987
"cg23523368",0.904862095154445
"cg13488557",0.0368625752810892
"cg03070194",0.0354637764757223
"cg10074513",0.0242094737696791
"cg02057157",0.0359575907488866
"cg13834500",0.0557557049552434
"cg20269976",0.0516829941233556
"cg13864877",0.034538195572563
"cg21878650",0.182805185187339
"cg25567232",0.908248585303278
"cg25729957",0.0247021445681644
"cg05357320",0.0271505617147921
"cg05501682",0.105937688867038
"cg22986271",0.0350469619723294
"cg02141570",0.394520312095611
"cg07190485",0.0277260314447351
"cg08793459",0.0265117275229392
"cg22305782",0.895061283667791
"cg13619915",0.0364458449152301
"cg03161839",0.0494019360193688
"cg24046474",0.184362815575936
"cg12120741",0.806839667444137
"cg24592364",0.034635764440933
"cg05064673",0.0540624956967321
"cg10080004",0.178932691277442
"cg22874695",0.0369497495656459
"cg01939428",0.253442151783736
"cg10591174",0.489360444175963
"cg04658601",0.917598205282444
"cg25473396",0.5
"cg18394552",0.630811608606927
"cg14070647",0.0680218783669305
"cg15056412",0.0639390019059472
"cg17298704",0.896718279531139
"cg11980188",0.0279665454225784
"cg18755204",0.0333945136622779
"cg08154963",0.41442738952388
"cg06202984",0.030610709866913
"cg19466563",0.912409858789974
"cg19763108",0.912317375711621
"cg18337803",0.021138340418424
"cg25420398",0.0233461601995665
"cg06055013",0.0839387793266647
"cg12592716",0.0222018422807727
"cg24794734",0.0215432898818262
"cg22857604",0.0763937005047882
"cg14839898",0.890782048350445
"cg15553522",0.0693288492929133
"cg08158860",0.5
"cg24562819",0.0672184149588262
"cg07443954",0.0263615110262448
"cg06639320",0.459733804276876
"cg25416014",0.0268547133661405
"cg07408456",0.313284173512318
"cg06462291",0.0508384863318817
"cg06095560",0.0274566938756977
"cg01677177",0.0648988341111842
"cg03985657",0.5
"cg12603043",0.0271206453986765
"cg16090392",0.0406496193741978
"cg10098888",0.0242466146565893
"cg12128017",0.0953945305179393
"cg15211677",0.288700462484783
"cg23916845",0.0439618064777954
"cg02693857",0.0384230468788575
"cg21038964",0.0484926047804326
"cg18231267",0.944553723550014
"cg09040752",0.675511009928073
"cg11923914",0.945554620755745
"cg17398595",0.251728132091174
"cg25429010",0.0293054456474878
"cg14904464",0.0344714691155217
"cg17854440",0.895696113884105
"cg04010530",0.5
"cg10407935",0.943668754030787
"cg06357561",0.0355982687555904
"cg21369988",0.0682488877103207
"cg25720804",0.13665258174066
"cg07975813",0.0424189824229705
"cg16413777",0.0503090615480012
"cg25149927",0.0658691314626265
"cg01512854",0.468222294528423
"cg07874155",0.0220581644271208
"cg09884077",0.0495026736587298
"cg15296858",0.916287749896239
"cg27490193",0.0348701699293867
"cg14526843",0.0331245800724467
"cg26415655",0.5
"cg20149766",0.029825370151109
"cg08738269",0.0298005801523355
"cg25523753",0.0205220068642502
"cg20598389",0.0356217471018994
"cg24869272",0.437877944653312
"cg06069731",0.5
"cg05090127",0.0799375084282586
"cg08428292",0.54225599389624
"cg19051578",0.0347326694884395
"cg19521927",0.918370241637231
"cg01491225",0.0154657414013517
"cg12376277",0.0279477088098534
"cg05790999",0.0184664855462231
"cg03833566",0.0384149998230805
"cg25771195",0.524049467625719
"cg15231886",0.357781669970296
"cg02321062",0.0553358162760579
"cg07617560",0.0518001720563986
"cg24385322",0.060193998976355
"cg01200060",0.0606765591465358
"cg01653445",0.0842537345248718
"cg09598225",0.0477665481692919
"cg14205126",0.0238357922499083
"cg23520347",0.0706441399726526
"cg05376954",0.785482331513258
"cg04590931",0.0142594415347109
"cg23845507",0.0260864874425866
"cg21875234",0.0156183744760745
"cg24530795",0.0977417505922129
"cg17029168",0.0644522998078504
"cg00474004",0.9193062651697
"cg15558658",0.0708406906651027
"cg13644052",0.855858998398384
"cg20732137",0.887994776891051
"cg09059548",0.0204157351187585
"cg23670203",0.885828542427319
"cg08064891",0.0768106566904396
"cg08703971",0.067185112546658
"cg22163406",0.873109700042845
"cg05200628",0.0405853584221123
"cg07412232",0.939281459600833
"cg10922280",0.393226696181442
"cg11668512",0.934486681524684
"cg08003150",0.0189324248101376
"cg26303908",0.0451865022324827
"cg11819429",0.0360061212007152
"cg02005336",0.0687731073329255
"cg12938998",0.132617015471579
"cg15746445",0.688150955602524
"cg10107671",0.973075632953894
"cg13306784",0.0517469095631648
"cg12497692",0.919482826132083
"cg05684891",0.0266278173658729
"cg19464252",0.763276092455605
"cg25133016",0.110123748275579
"cg05666713",0.667771900564967
"cg17074212",0.0259606126388527
"cg00766889",0.0604158188092191
"cg17961200",0.920746413491824
"cg09891761",0.0421717948352819
"cg01130056",0.918795223328092
"cg01459162",0.788691435452781
"cg16547450",0.0344886309126788
"cg06992027",0.0364609416495152
"cg19456540",0.0245211565365071
"cg26299767",0.0555288614241528
"cg04155026",0.0425408356421828
"cg22039846",0.5
"cg23667432",0.656195019001405
"cg08230695",0.0232498374733874
"cg23620639",0.0488460417525033
"cg02764611",0.0235892630966648
"cg15984661",0.0742671757752213
"cg25853020",0.0370170843736308
"cg26159905",0.682867990720809
"cg02624129",0.15087507061281
"cg02758183",0.911784278019917
"cg10006582",0.0428248082742989
"cg25661884",0.609540267695659
"cg07761912",0.0618338260162163
"cg16334795",0.458434164636719
"cg04562739",0.0148387257415803
"cg23326197",0.640016281343076
"cg17177699",0.256058771993216
"cg22474507",0.0366624183037788
"cg25852472",0.680480052324384
"cg07065941",0.0383323224792301
"cg10186308",0.0219475115262203
"cg07347645",0.934625230057783
"cg05985767",0.801669765456656
"cg10326447",0.032413546449602
"cg10202457",0.113045877448114
"cg24893837",0.819710119089552
"cg18595258",0.834976628104207
"cg10762615",0.5
"cg02800334",0.893289993061028
"cg12531003",0.0477315713408247
"cg06043114",0.020713771470658
"cg24852661",0.078786809464637
"cg23983449",0.449498684976946
"cg17593391",0.0296803869394965
"cg16518291",0.0200408957303501
"cg13765961",0.752023294179307
"cg16943019",0.753496428381807
"cg03846288",0.0261612467535527
"cg19434936",0.0409110718363325
"cg10689889",0.0342723243440272
"cg07675682",0.874290036185485
"cg18793806",0.622094910524313
"cg18121684",0.931475871541725
"cg21685427",0.533886200248859
"cg16588061",0.0341367753143946
"cg07456201",0.910074192232268
"cg08338368",0.939206724926373
"cg26190136",0.023680550568384
"cg18655584",0.939020958959368
"cg17391877",0.908268691913897
"cg03415518",0.920911009817269
"cg19714296",0.5
"cg25007680",0.0365220251109229
"cg12059012",0.0206218754506606
"cg06189653",0.0277101892879765
"cg13320626",0.0232895011820279
"cg03582451",0.897403244582336
"cg04410862",0.0530967037539311
"cg12966875",0.144351537294942
"cg27336439",0.888363373101272
"cg11595794",0.0269637451342078
"cg08491125",0.0553289491946321
"cg08352336",0.155570704329485
"cg11014468",0.497808052106322
"cg25010118",0.0597188099956614
"cg11761535",0.840592230766819
"cg24981018",0.435991658698961
"cg12109455",0.0858810554336392
"cg25781123",0.0343185376068701
"cg11011938",0.101500266128999
"cg26187237",0.0944240905213049
"cg02227605",0.100784685056941
"cg23389651",0.109812215898186
"cg02240622",0.356282308678816
"cg05361373",0.0582681907838596
"cg22412741",0.93704878792551
"cg03429643",0.061734524429784
"cg02595263",0.0207133796134389
"cg05160935",0.0199481307580415
"cg26005082",0.057859136305704
"cg10983720",0.0327100346804313
"cg15035273",0.0474379110715868
"cg10624445",0.66244916850587
"cg01286930",0.393324353831969
"cg03761560",0.0269612806520115
"cg04557383",0.5
"cg04739570",0.11584789753832
"cg05440218",0.0389589475934368
"cg25802093",0.231786667501771
"cg25128803",0.0241294216047757
"cg00705255",0.427290311397195
"cg05807991",0.0386580112918868
"cg18022496",0.123009744157774
"cg08831701",0.0493005062186495
"cg20693880",0.0337872363562401
"cg12478185",0.132906041522527
"cg19816938",0.0283300306790424
"cg22012054",0.0224455801969076
"cg24624841",0.222945757526361
"cg04030848",0.766880550830674
"cg16904306",0.0189044174003834
"cg08549335",0.298611906949065
"cg11099291",0.023952064651204
"cg12339029",0.931295658166305
"cg14784348",0.897975649145799
"cg06621358",0.208225113813735
"cg09453312",0.792791397655333
"cg11149033",0.0649847414614562
"cg06630241",0.267890050437473
"cg17904068",0.958214655674918
"cg19062098",0.0390548233534568
"cg02833725",0.546714276386806
"cg14858551",0.0536365073918509
"cg02516189",0.20232385802506
"cg05105069",0.512040509465319
"cg14311811",0.0765692992314138
"cg16188038",0.0312299739958906
"cg04914105",0.0309711955630829
"cg12370791",0.0447113383426268
"cg26900154",0.757882325476722
"cg04471507",0.294171653271421
"cg09995854",0.941321899102819
"cg05589246",0.0925687054305485
"cg23906291",0.0244248852582942
"cg14386691",0.148933174763535
"cg15043975",0.0514408590833536
"cg10403260",0.5
"cg19418515",0.5
"cg13176285",0.041965378792603
"cg00862041",0.450530426386561
"cg14473123",0.036940974952629
"cg25743584",0.782272593229427
"cg21134096",0.195330609720716
"cg08164233",0.442482632875667
"cg26528713",0.0241410577090239
"cg16509045",0.374842213306833
"cg00093177",0.926807142309149
"cg05477027",0.0282029659427122
"cg05217983",0.235083714845497
"cg07478208",0.0712749250999746
"cg22752533",0.189260345255862
"cg04828892",0.0311148798713791
"cg00521434",0.9294589425418
"cg01053621",0.901086851780347
"cg18934103",0.0593140496644384
"cg21033855",0.165088345496191
"cg08009831",0.5
"cg08559914",0.89854862643136
"cg00199549",0.921145447772616
"cg01154505",0.784005892288623
"cg24517609",0.0415459996403479
"cg01869233",0.658845767649715
"cg15772361",0.898588375856499
"cg02399449",0.0281227229622797
"cg18015677",0.0210003516200185
"cg15076218",0.0354247012966465
"cg05590616",0.051467572572896
"cg26385743",0.816701638707459
"cg05401447",0.0231523061389797
"cg22471112",0.680117225580044
"cg06725035",0.0581616027183411
"cg18982568",0.891925770047861
"cg20590849",0.018055894889854
"cg11832722",0.172343283111997
"cg18885346",0.819148651737102
"cg15473335",0.0275188613608863
"cg03986968",0.0562855697742838
"cg22084336",0.023070256724255
"cg22195268",0.0633838800750831
"cg00949554",0.0528811238622602
"cg22628694",0.925557685602776
"cg07374928",0.938335395791977
"cg01517033",0.903802030667578
"cg07758904",0.0910761396511738
"cg01043330",0.5
"cg27056559",0.952209086951644
"cg15309578",0.5
"cg09511421",0.424424685182383
"cg08315277",0.945713977742519
"cg09328024",0.0490087147920463
"cg13382714",0.035806689294939
"cg21591742",0.143411748788293
"cg15530356",0.878149218033845
"cg20583073",0.0400198268361946
"cg21992250",0.240133102550177
"cg26850754",0.389870043451647
